lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary,R_score,F_score,M_score,rfm_score,cluster
64026,YOUNG SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2018-10-26,247,2,14.8,1,2,2,122,3
64027,MIDAGE SINGLES/COUPLES,Budget,15.4,4,2,7.7,2019-03-05,117,2,15.4,2,2,2,222,4
64028,OLDER FAMILIES,Budget,7.6,2,1,7.6,2019-02-23,127,1,7.6,2,1,1,211,4
64029,RETIREES,Mainstream,7.6,2,1,7.6,2018-09-03,300,1,7.6,1,1,1,111,3
64030,YOUNG SINGLES/COUPLES,Budget,16,4,2,8,2019-02-01,149,2,16,2,2,3,223,4
64031,OLDER SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2019-04-23,68,1,8.4,3,1,2,312,4
64032,OLDER FAMILIES,Budget,10.8,2,1,10.8,2019-03-11,111,1,10.8,2,1,2,212,4
64033,YOUNG SINGLES/COUPLES,Premium,16.4,4,2,8.2,2019-06-14,16,2,16.4,5,2,3,523,4
64034,OLDER SINGLES/COUPLES,Premium,37.2,8,4,9.3,2019-06-10,20,4,37.2,5,4,4,544,2
64035,YOUNG SINGLES/COUPLES,Mainstream,37.800000000000004,8,4,9.450000000000001,2019-05-05,56,4,37.800000000000004,3,4,4,344,2
64036,RETIREES,Mainstream,25.4,6,3,8.466666666666667,2019-05-13,48,3,25.4,4,3,3,433,4
64037,OLDER SINGLES/COUPLES,Premium,36.6,8,4,9.15,2019-04-22,69,4,36.6,3,4,4,344,2
64038,RETIREES,Premium,24.299999999999997,7,3,8.1,2019-04-09,82,3,24.299999999999997,3,3,3,333,4
64039,YOUNG SINGLES/COUPLES,Mainstream,20.6,4,2,10.3,2019-05-02,59,2,20.6,3,2,3,323,4
64040,MIDAGE SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-07-03,362,1,9.2,1,1,2,112,3
64042,OLDER SINGLES/COUPLES,Premium,3.8,1,1,3.8,2018-08-17,317,1,3.8,1,1,1,111,3
64043,YOUNG FAMILIES,Premium,8.6,2,1,8.6,2019-04-25,66,1,8.6,3,1,2,312,4
64045,YOUNG SINGLES/COUPLES,Premium,18.4,4,2,9.2,2018-11-28,214,2,18.4,1,2,3,123,3
64046,OLDER SINGLES/COUPLES,Budget,15.2,4,2,7.6,2018-11-04,238,2,15.2,1,2,2,122,3
64047,RETIREES,Budget,41.4,10,5,8.28,2019-06-08,22,5,41.4,5,4,4,544,2
64048,YOUNG SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2019-06-10,20,1,6.6,5,1,1,511,4
64050,OLDER SINGLES/COUPLES,Budget,11.3,3,2,5.65,2019-05-20,41,2,11.3,4,2,2,422,4
64052,OLDER SINGLES/COUPLES,Premium,22.8,6,3,7.6000000000000005,2018-12-03,209,3,22.8,1,3,3,133,3
64057,YOUNG FAMILIES,Budget,11.8,2,1,11.8,2019-04-06,85,1,11.8,3,1,2,312,4
64058,YOUNG FAMILIES,Budget,23.400000000000002,6,3,7.800000000000001,2019-03-25,97,3,23.400000000000002,3,3,3,333,4
64059,YOUNG SINGLES/COUPLES,Mainstream,15.4,4,2,7.7,2019-03-13,109,2,15.4,2,2,2,222,4
64060,OLDER FAMILIES,Budget,9.2,2,1,9.2,2018-10-11,262,1,9.2,1,1,2,112,3
64061,OLDER SINGLES/COUPLES,Budget,24.2,6,3,8.066666666666666,2019-04-13,78,3,24.2,3,3,3,333,4
64062,YOUNG FAMILIES,Premium,27.2,6,3,9.066666666666666,2018-09-22,281,3,27.2,1,3,4,134,3
64063,OLDER FAMILIES,Mainstream,15.2,4,2,7.6,2018-12-28,184,2,15.2,2,2,2,222,3
64064,YOUNG SINGLES/COUPLES,Mainstream,18.5,5,1,18.5,2019-05-15,46,1,18.5,4,1,3,413,4
64065,RETIREES,Premium,22.1,5,3,7.366666666666667,2019-05-17,44,3,22.1,4,3,3,433,4
64066,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-08-01,333,1,8.4,1,1,2,112,3
64067,OLDER FAMILIES,Mainstream,23.4,6,3,7.8,2019-01-18,163,3,23.4,2,3,3,233,4
64068,NEW FAMILIES,Budget,16,4,2,8,2019-04-21,70,2,16,3,2,3,323,4
64069,OLDER SINGLES/COUPLES,Premium,6.6,2,1,6.6,2019-01-21,160,1,6.6,2,1,1,211,3
64070,OLDER FAMILIES,Mainstream,27.6,6,3,9.200000000000001,2019-04-30,61,3,27.6,3,3,4,334,4
64071,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-03-23,99,1,10.8,3,1,2,312,4
64072,RETIREES,Mainstream,10.8,2,1,10.8,2018-09-12,291,1,10.8,1,1,2,112,3
64073,RETIREES,Budget,23.6,6,3,7.866666666666667,2019-03-27,95,3,23.6,3,3,3,333,4
64074,NEW FAMILIES,Premium,6.6,2,1,6.6,2019-06-10,20,1,6.6,5,1,1,511,4
64075,YOUNG SINGLES/COUPLES,Budget,27.200000000000003,6,3,9.066666666666668,2019-03-29,93,3,27.200000000000003,3,3,4,334,4
64076,YOUNG SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2019-03-29,93,2,16.6,3,2,3,323,4
64077,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-07-15,350,1,10.8,1,1,2,112,3
64078,YOUNG SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-12-27,185,1,9.2,2,1,2,212,3
64079,RETIREES,Mainstream,20,4,2,10,2019-01-12,169,2,20,2,2,3,223,3
64081,MIDAGE SINGLES/COUPLES,Budget,7.4,2,1,7.4,2018-09-30,273,1,7.4,1,1,1,111,3
64082,YOUNG FAMILIES,Budget,31.6,8,4,7.9,2019-06-18,12,4,31.6,5,4,4,544,2
64083,MIDAGE SINGLES/COUPLES,Mainstream,16.4,4,2,8.2,2019-05-10,51,2,16.4,4,2,3,423,4
64084,RETIREES,Premium,44.4,10,5,8.879999999999999,2019-06-12,18,5,44.4,5,4,5,545,2
64085,OLDER FAMILIES,Budget,18.200000000000003,4,2,9.100000000000001,2019-06-17,13,2,18.200000000000003,5,2,3,523,4
64086,YOUNG FAMILIES,Mainstream,10.8,2,1,10.8,2019-01-01,180,1,10.8,2,1,2,212,3
64087,OLDER FAMILIES,Premium,18.4,4,2,9.2,2018-10-02,271,2,18.4,1,2,3,123,3
64088,NEW FAMILIES,Premium,10.8,2,1,10.8,2019-05-23,38,1,10.8,4,1,2,412,4
64089,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-03-03,119,1,7.6,2,1,1,211,4
64090,RETIREES,Mainstream,8.8,2,1,8.8,2018-08-15,319,1,8.8,1,1,2,112,3
64093,NEW FAMILIES,Budget,22.8,4,2,11.4,2019-05-22,39,2,22.8,4,2,3,423,4
64094,RETIREES,Budget,18,4,2,9,2019-01-30,151,2,18,2,2,3,223,4
64095,YOUNG SINGLES/COUPLES,Premium,11.4,2,1,11.4,2019-05-03,58,1,11.4,3,1,2,312,4
64096,MIDAGE SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2019-04-04,87,2,14.8,3,2,2,322,4
64097,YOUNG SINGLES/COUPLES,Mainstream,23.4,6,3,7.8,2019-02-26,124,3,23.4,2,3,3,233,4
64098,YOUNG FAMILIES,Mainstream,24.200000000000003,6,3,8.066666666666668,2019-03-13,109,3,24.200000000000003,2,3,3,233,4
64099,RETIREES,Budget,19.8,5,3,6.6000000000000005,2019-05-19,42,3,19.8,4,3,3,433,4
64100,MIDAGE SINGLES/COUPLES,Premium,26.6,6,3,8.866666666666667,2019-03-17,105,3,26.6,2,3,3,233,4
64102,MIDAGE SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-05-04,57,1,9.2,3,1,2,312,4
64103,MIDAGE SINGLES/COUPLES,Budget,10.8,2,1,10.8,2019-05-08,53,1,10.8,4,1,2,412,4
64104,OLDER SINGLES/COUPLES,Budget,24.2,6,3,8.066666666666666,2019-05-27,34,3,24.2,4,3,3,433,4
64105,YOUNG SINGLES/COUPLES,Budget,18.4,4,2,9.2,2019-03-28,94,2,18.4,3,2,3,323,4
64106,YOUNG FAMILIES,Premium,7.8,2,1,7.8,2018-07-17,348,1,7.8,1,1,2,112,3
64107,OLDER FAMILIES,Budget,10.8,2,1,10.8,2018-11-10,232,1,10.8,1,1,2,112,3
64108,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2018-09-23,280,1,8.8,1,1,2,112,3
64109,OLDER SINGLES/COUPLES,Budget,17.200000000000003,4,2,8.600000000000001,2018-08-30,304,2,17.200000000000003,1,2,3,123,3
64110,RETIREES,Premium,9.2,2,1,9.2,2018-10-25,248,1,9.2,1,1,2,112,3
64112,RETIREES,Mainstream,41,10,5,8.2,2019-03-14,108,5,41,2,4,4,244,2
64113,YOUNG FAMILIES,Budget,18.200000000000003,4,2,9.100000000000001,2019-01-18,163,2,18.200000000000003,2,2,3,223,4
64114,OLDER SINGLES/COUPLES,Budget,16.6,4,2,8.3,2018-08-10,324,2,16.6,1,2,3,123,3
64118,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2019-06-11,19,2,18,5,2,3,523,4
64119,YOUNG SINGLES/COUPLES,Mainstream,22.200000000000003,4,2,11.100000000000001,2018-10-12,261,2,22.200000000000003,1,2,3,123,3
64121,RETIREES,Premium,16,4,2,8,2019-05-27,34,2,16,4,2,3,423,4
64122,OLDER FAMILIES,Budget,16.6,4,2,8.3,2019-04-16,75,2,16.6,3,2,3,323,4
64123,RETIREES,Budget,7.4,2,1,7.4,2018-09-07,296,1,7.4,1,1,1,111,3
64124,MIDAGE SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-07-25,340,1,8.8,1,1,2,112,3
64127,RETIREES,Premium,28,6,3,9.333333333333334,2019-03-29,93,3,28,3,3,4,334,4
64128,YOUNG FAMILIES,Budget,33,6,3,11,2019-05-07,54,3,33,4,3,4,434,2
64130,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-09-26,277,1,9.2,1,1,2,112,3
64131,YOUNG FAMILIES,Premium,7.4,2,1,7.4,2019-03-15,107,1,7.4,2,1,1,211,4
64132,YOUNG FAMILIES,Premium,8.4,2,1,8.4,2019-01-22,159,1,8.4,2,1,2,212,3
64133,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-07-09,356,1,8.4,1,1,2,112,3
64139,RETIREES,Budget,15,4,2,7.5,2019-02-16,134,2,15,2,2,2,222,4
64140,OLDER FAMILIES,Mainstream,27.6,6,3,9.200000000000001,2019-02-28,122,3,27.6,2,3,4,234,4
64144,OLDER FAMILIES,Budget,7.2,2,1,7.2,2018-12-29,183,1,7.2,2,1,1,211,3
64145,MIDAGE SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-06-21,9,1,8.8,5,1,2,512,4
64146,YOUNG SINGLES/COUPLES,Mainstream,17.4,4,3,5.8,2019-05-16,45,3,17.4,4,3,3,433,4
64147,RETIREES,Budget,27.6,6,3,9.200000000000001,2019-05-27,34,3,27.6,4,3,4,434,2
64148,OLDER SINGLES/COUPLES,Premium,31.2,7,4,7.8,2019-06-05,25,4,31.2,4,4,4,444,2
64149,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-06-12,18,1,8.8,5,1,2,512,4
64150,YOUNG FAMILIES,Budget,16.200000000000003,4,2,8.100000000000001,2019-03-09,113,2,16.200000000000003,2,2,3,223,4
64151,RETIREES,Budget,22.200000000000003,4,2,11.100000000000001,2019-04-24,67,2,22.200000000000003,3,2,3,323,4
64153,YOUNG FAMILIES,Premium,13.8,4,2,6.9,2019-06-25,5,2,13.8,5,2,2,522,4
64158,OLDER SINGLES/COUPLES,Budget,22.8,6,3,7.6000000000000005,2019-06-01,29,3,22.8,4,3,3,433,4
64159,OLDER SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-03-03,119,1,9.2,2,1,2,212,4
64160,YOUNG SINGLES/COUPLES,Mainstream,25.2,6,3,8.4,2019-03-10,112,3,25.2,2,3,3,233,4
64161,RETIREES,Budget,7.6,2,1,7.6,2019-03-03,119,1,7.6,2,1,1,211,4
64162,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-02-19,131,1,7.4,2,1,1,211,4
64164,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2018-07-19,346,1,7.6,1,1,1,111,3
64165,OLDER SINGLES/COUPLES,Premium,44.2,10,5,8.84,2019-05-31,30,5,44.2,4,4,5,445,2
64167,OLDER FAMILIES,Mainstream,10.8,2,1,10.8,2019-03-21,101,1,10.8,3,1,2,312,4
64170,RETIREES,Mainstream,23,6,3,7.666666666666667,2019-05-24,37,3,23,4,3,3,433,4
64171,YOUNG SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2018-12-24,188,2,14.8,2,2,2,222,3
64172,YOUNG FAMILIES,Budget,9.2,2,1,9.2,2018-09-05,298,1,9.2,1,1,2,112,3
64176,RETIREES,Premium,17.4,4,2,8.7,2019-06-11,19,2,17.4,5,2,3,523,4
64177,RETIREES,Mainstream,6.6,2,1,6.6,2019-02-03,147,1,6.6,2,1,1,211,4
64178,RETIREES,Mainstream,9.2,2,1,9.2,2018-09-16,287,1,9.2,1,1,2,112,3
64179,OLDER FAMILIES,Budget,11,3,2,5.5,2019-05-16,45,2,11,4,2,2,422,4
64180,OLDER FAMILIES,Budget,4.6,1,1,4.6,2019-05-20,41,1,4.6,4,1,1,411,4
64181,YOUNG SINGLES/COUPLES,Mainstream,15.799999999999999,4,2,7.8999999999999995,2018-12-13,199,2,15.799999999999999,1,2,3,123,3
64183,YOUNG SINGLES/COUPLES,Mainstream,18.200000000000003,4,2,9.100000000000001,2018-10-24,249,2,18.200000000000003,1,2,3,123,3
64184,OLDER SINGLES/COUPLES,Budget,32.2,8,4,8.05,2019-01-16,165,4,32.2,2,4,4,244,2
64185,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-03-09,113,1,8.8,2,1,2,212,4
64188,OLDER SINGLES/COUPLES,Budget,28.200000000000003,6,3,9.4,2019-01-02,179,3,28.200000000000003,2,3,4,234,3
64189,YOUNG SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2019-02-01,149,2,16.6,2,2,3,223,4
64190,YOUNG SINGLES/COUPLES,Mainstream,23.4,6,3,7.8,2018-09-08,295,3,23.4,1,3,3,133,3
64191,RETIREES,Premium,25.4,6,3,8.466666666666667,2019-04-10,81,3,25.4,3,3,3,333,4
64192,MIDAGE SINGLES/COUPLES,Mainstream,30.6,6,3,10.200000000000001,2019-02-01,149,3,30.6,2,3,4,234,2
64193,OLDER FAMILIES,Budget,27.8,6,3,9.266666666666667,2018-11-27,215,3,27.8,1,3,4,134,3
64194,MIDAGE SINGLES/COUPLES,Premium,36.2,8,4,9.05,2019-04-04,87,4,36.2,3,4,4,344,2
64195,OLDER SINGLES/COUPLES,Mainstream,17,4,2,8.5,2019-06-09,21,2,17,5,2,3,523,4
64197,OLDER FAMILIES,Mainstream,9.2,2,1,9.2,2018-07-27,338,1,9.2,1,1,2,112,3
64198,OLDER SINGLES/COUPLES,Budget,36.8,8,4,9.2,2019-02-07,143,4,36.8,2,4,4,244,2
64200,YOUNG SINGLES/COUPLES,Premium,22.200000000000003,4,2,11.100000000000001,2019-05-27,34,2,22.200000000000003,4,2,3,423,4
64202,OLDER FAMILIES,Mainstream,18.4,4,2,9.2,2019-03-24,98,2,18.4,3,2,3,323,4
64203,RETIREES,Mainstream,18.8,4,2,9.4,2019-03-04,118,2,18.8,2,2,3,223,4
64204,RETIREES,Mainstream,33.4,8,4,8.35,2019-06-24,6,4,33.4,5,4,4,544,2
64205,RETIREES,Mainstream,16.6,4,2,8.3,2018-10-10,263,2,16.6,1,2,3,123,3
64206,OLDER SINGLES/COUPLES,Premium,7.4,2,1,7.4,2019-05-25,36,1,7.4,4,1,1,411,4
64207,OLDER FAMILIES,Budget,23.8,6,3,7.933333333333334,2019-06-08,22,3,23.8,5,3,3,533,4
64209,OLDER SINGLES/COUPLES,Budget,32.2,8,4,8.05,2018-09-02,301,4,32.2,1,4,4,144,3
64211,MIDAGE SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2019-03-24,98,2,15.2,3,2,2,322,4
64212,OLDER SINGLES/COUPLES,Budget,7.4,2,1,7.4,2019-06-12,18,1,7.4,5,1,1,511,4
64215,OLDER SINGLES/COUPLES,Premium,26.8,6,3,8.933333333333334,2019-02-13,137,3,26.8,2,3,3,233,4
64216,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2019-03-24,98,2,18,3,2,3,323,4
64217,OLDER FAMILIES,Mainstream,10.5,3,2,5.25,2019-05-19,42,2,10.5,4,2,2,422,4
64218,YOUNG FAMILIES,Premium,7.8,2,1,7.8,2018-10-25,248,1,7.8,1,1,2,112,3
64219,RETIREES,Mainstream,9.2,2,1,9.2,2019-03-18,104,1,9.2,3,1,2,312,4
64220,OLDER SINGLES/COUPLES,Mainstream,27,6,3,9,2019-05-12,49,3,27,4,3,3,433,4
64221,NEW FAMILIES,Premium,16.200000000000003,4,2,8.100000000000001,2018-12-08,204,2,16.200000000000003,1,2,3,123,3
64222,RETIREES,Budget,8.8,2,1,8.8,2019-03-26,96,1,8.8,3,1,2,312,4
64224,OLDER FAMILIES,Mainstream,8.4,2,1,8.4,2018-12-17,195,1,8.4,1,1,2,112,3
64226,RETIREES,Budget,10.8,2,1,10.8,2018-12-29,183,1,10.8,2,1,2,212,3
64227,OLDER SINGLES/COUPLES,Premium,37,8,4,9.25,2019-05-22,39,4,37,4,4,4,444,2
64228,YOUNG SINGLES/COUPLES,Budget,11.4,2,1,11.4,2018-12-27,185,1,11.4,2,1,2,212,3
64229,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-08-11,323,1,7.4,1,1,1,111,3
64230,YOUNG FAMILIES,Mainstream,10.8,2,1,10.8,2018-09-09,294,1,10.8,1,1,2,112,3
64231,OLDER SINGLES/COUPLES,Budget,10.8,2,1,10.8,2018-08-17,317,1,10.8,1,1,2,112,3
64232,OLDER FAMILIES,Budget,22.4,5,3,7.466666666666666,2019-03-15,107,3,22.4,2,3,3,233,4
64233,RETIREES,Budget,44,10,5,8.8,2019-04-16,75,5,44,3,4,5,345,2
64235,RETIREES,Mainstream,12.5,3,2,6.25,2018-12-11,201,2,12.5,1,2,2,122,3
64237,OLDER SINGLES/COUPLES,Premium,7.4,2,1,7.4,2018-10-05,268,1,7.4,1,1,1,111,3
64238,OLDER SINGLES/COUPLES,Budget,7.6,2,1,7.6,2019-06-14,16,1,7.6,5,1,1,511,4
64239,OLDER SINGLES/COUPLES,Budget,9.2,2,1,9.2,2018-07-25,340,1,9.2,1,1,2,112,3
64241,YOUNG FAMILIES,Budget,7.4,2,1,7.4,2019-01-16,165,1,7.4,2,1,1,211,3
64242,OLDER FAMILIES,Budget,25.8,6,3,8.6,2019-05-05,56,3,25.8,3,3,3,333,4
64243,OLDER FAMILIES,Mainstream,14.6,3,2,7.3,2019-05-17,44,2,14.6,4,2,2,422,4
64245,MIDAGE SINGLES/COUPLES,Premium,15.799999999999999,4,2,7.8999999999999995,2019-06-15,15,2,15.799999999999999,5,2,3,523,4
64247,YOUNG SINGLES/COUPLES,Budget,6.6,2,1,6.6,2018-08-28,306,1,6.6,1,1,1,111,3
64248,YOUNG FAMILIES,Budget,9.2,2,1,9.2,2018-10-15,258,1,9.2,1,1,2,112,3
64249,MIDAGE SINGLES/COUPLES,Mainstream,19,4,2,9.5,2018-07-28,337,2,19,1,2,3,123,3
64250,YOUNG FAMILIES,Mainstream,12.5,3,2,6.25,2019-05-15,46,2,12.5,4,2,2,422,4
64251,RETIREES,Budget,16,4,2,8,2019-03-20,102,2,16,3,2,3,323,4
64252,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-08-22,312,1,10.8,1,1,2,112,3
64253,RETIREES,Budget,8.4,2,1,8.4,2018-10-05,268,1,8.4,1,1,2,112,3
64254,RETIREES,Mainstream,30.200000000000003,6,3,10.066666666666668,2019-05-02,59,3,30.200000000000003,3,3,4,334,2
64255,MIDAGE SINGLES/COUPLES,Mainstream,14.2,4,2,7.1,2019-06-13,17,2,14.2,5,2,2,522,4
64256,RETIREES,Premium,15.2,4,2,7.6,2019-05-11,50,2,15.2,4,2,2,422,4
64257,NEW FAMILIES,Mainstream,11.4,2,1,11.4,2019-02-15,135,1,11.4,2,1,2,212,4
64258,OLDER FAMILIES,Mainstream,15.2,4,2,7.6,2019-02-02,148,2,15.2,2,2,2,222,4
64260,RETIREES,Budget,11.4,2,1,11.4,2018-10-11,262,1,11.4,1,1,2,112,3
64261,OLDER SINGLES/COUPLES,Premium,6.6,2,1,6.6,2018-09-19,284,1,6.6,1,1,1,111,3
64262,YOUNG SINGLES/COUPLES,Budget,18.8,4,2,9.4,2019-01-17,164,2,18.8,2,2,3,223,4
64263,YOUNG FAMILIES,Budget,8.4,2,1,8.4,2019-06-09,21,1,8.4,5,1,2,512,4
64264,OLDER SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2018-10-23,250,1,11.4,1,1,2,112,3
64266,OLDER SINGLES/COUPLES,Premium,11.4,2,1,11.4,2018-08-29,305,1,11.4,1,1,2,112,3
64267,YOUNG SINGLES/COUPLES,Budget,7.4,2,1,7.4,2019-01-24,157,1,7.4,2,1,1,211,4
64268,YOUNG SINGLES/COUPLES,Mainstream,22.5,5,3,7.5,2019-05-09,52,3,22.5,4,3,3,433,4
64269,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2018-07-10,355,1,7.6,1,1,1,111,3
64270,OLDER SINGLES/COUPLES,Premium,19.4,4,2,9.7,2019-05-04,57,2,19.4,3,2,3,323,4
64271,YOUNG SINGLES/COUPLES,Mainstream,7.2,2,1,7.2,2018-11-14,228,1,7.2,1,1,1,111,3
64272,OLDER FAMILIES,Budget,22.6,6,3,7.533333333333334,2019-04-30,61,3,22.6,3,3,3,333,4
64274,OLDER SINGLES/COUPLES,Mainstream,35,8,4,8.75,2019-02-19,131,4,35,2,4,4,244,2
64275,OLDER FAMILIES,Mainstream,7.4,2,1,7.4,2019-03-19,103,1,7.4,3,1,1,311,4
64277,RETIREES,Budget,11.4,2,1,11.4,2018-10-23,250,1,11.4,1,1,2,112,3
64279,YOUNG SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-06-15,15,1,8.8,5,1,2,512,4
64280,RETIREES,Budget,38.6,8,4,9.65,2019-01-04,177,4,38.6,2,4,4,244,2
64281,YOUNG SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2019-05-03,58,2,16.6,3,2,3,323,4
64282,OLDER FAMILIES,Budget,16,4,2,8,2019-02-02,148,2,16,2,2,3,223,4
64283,YOUNG SINGLES/COUPLES,Premium,11.4,2,1,11.4,2019-01-13,168,1,11.4,2,1,2,212,3
64285,OLDER SINGLES/COUPLES,Premium,27.8,6,3,9.266666666666667,2019-04-15,76,3,27.8,3,3,4,334,4
64286,NEW FAMILIES,Premium,21.8,4,2,10.9,2019-02-19,131,2,21.8,2,2,3,223,4
64287,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-12-01,211,1,8.4,1,1,2,112,3
64290,OLDER SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2019-04-17,74,1,7.8,3,1,2,312,4
64293,YOUNG SINGLES/COUPLES,Premium,18.6,4,2,9.3,2018-12-05,207,2,18.6,1,2,3,123,3
64294,MIDAGE SINGLES/COUPLES,Premium,8.4,2,1,8.4,2019-04-07,84,1,8.4,3,1,2,312,4
64296,RETIREES,Budget,15.8,4,2,7.9,2019-06-21,9,2,15.8,5,2,3,523,4
64297,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2018-07-21,344,1,11.4,1,1,2,112,3
64298,MIDAGE SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-03-14,108,1,11.4,2,1,2,212,4
64299,YOUNG FAMILIES,Mainstream,33.4,7,4,8.35,2019-05-16,45,4,33.4,4,4,4,444,2
64302,RETIREES,Budget,7.2,2,1,7.2,2018-07-24,341,1,7.2,1,1,1,111,3
64304,RETIREES,Premium,7.4,2,1,7.4,2019-02-20,130,1,7.4,2,1,1,211,4
64305,MIDAGE SINGLES/COUPLES,Premium,10.8,2,1,10.8,2019-04-12,79,1,10.8,3,1,2,312,4
64306,YOUNG SINGLES/COUPLES,Mainstream,14,4,2,7,2019-03-07,115,2,14,2,2,2,222,4
64310,YOUNG SINGLES/COUPLES,Budget,21.8,4,2,10.9,2019-06-22,8,2,21.8,5,2,3,523,4
64311,YOUNG FAMILIES,Mainstream,20.200000000000003,4,2,10.100000000000001,2018-11-14,228,2,20.200000000000003,1,2,3,123,3
64312,YOUNG FAMILIES,Premium,17.799999999999997,4,2,8.899999999999999,2019-02-11,139,2,17.799999999999997,2,2,3,223,4
64313,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-04-21,70,1,8.8,3,1,2,312,4
64314,OLDER SINGLES/COUPLES,Budget,7.4,2,1,7.4,2019-06-19,11,1,7.4,5,1,1,511,4
64315,YOUNG SINGLES/COUPLES,Mainstream,17.6,4,2,8.8,2018-12-07,205,2,17.6,1,2,3,123,3
64317,MIDAGE SINGLES/COUPLES,Mainstream,19.8,4,2,9.9,2019-02-17,133,2,19.8,2,2,3,223,4
64318,RETIREES,Budget,7.6,2,1,7.6,2019-03-12,110,1,7.6,2,1,1,211,4
64319,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-03-09,113,1,11.4,2,1,2,212,4
64321,OLDER SINGLES/COUPLES,Budget,16.6,4,2,8.3,2019-04-01,90,2,16.6,3,2,3,323,4
64322,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-03-12,110,1,8.8,2,1,2,212,4
64323,RETIREES,Budget,19,4,2,9.5,2019-04-28,63,2,19,3,2,3,323,4
64324,RETIREES,Premium,36.8,8,4,9.2,2019-05-12,49,4,36.8,4,4,4,444,2
64325,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2018-09-22,281,1,9.2,1,1,2,112,3
64326,MIDAGE SINGLES/COUPLES,Mainstream,15.399999999999999,4,2,7.699999999999999,2019-03-05,117,2,15.399999999999999,2,2,2,222,4
64327,OLDER SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-04-29,62,1,7.4,3,1,1,311,4
64328,OLDER FAMILIES,Budget,30.200000000000003,6,3,10.066666666666668,2019-04-05,86,3,30.200000000000003,3,3,4,334,2
64329,OLDER SINGLES/COUPLES,Budget,10.8,2,1,10.8,2019-06-14,16,1,10.8,5,1,2,512,4
64331,MIDAGE SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-05-25,36,1,9.2,4,1,2,412,4
64333,MIDAGE SINGLES/COUPLES,Budget,18.200000000000003,4,2,9.100000000000001,2019-02-13,137,2,18.200000000000003,2,2,3,223,4
64334,OLDER SINGLES/COUPLES,Budget,35.4,8,4,8.85,2019-06-14,16,4,35.4,5,4,4,544,2
64335,YOUNG SINGLES/COUPLES,Premium,11.4,2,1,11.4,2019-01-15,166,1,11.4,2,1,2,212,3
64336,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-04-23,68,1,8.8,3,1,2,312,4
64337,OLDER SINGLES/COUPLES,Budget,35.6,8,4,8.9,2019-01-23,158,4,35.6,2,4,4,244,2
64338,RETIREES,Premium,14.8,4,2,7.4,2019-03-22,100,2,14.8,3,2,2,322,4
